Unnamed: 0,Supplier Name,Region,Country,Function,Service,Avg. Cost,Rating,Average Delivery Time,Number of escalations,Year,Resources,Score
2356,Phillips 66,APAC,South Korea,Product Development,Telecommunications services,193600,76,154,127,2019,8403,57
2357,Phillips 66,Europe,Netherlands,Product Development,Telecommunications services,183800,88,288,226,2020,7859,48
2358,Phillips 66,Europe,Switzerland,Product Development,Software & Programming,499600,83,418,273,2015,7002,28
2359,Phillips 66,APAC,Singapore,Product Development,Software & Programming,476300,85,158,221,2016,8130,41
2360,Phillips 66,Europe,Norway,Product Development,Software & Programming,298300,80,175,127,2017,9487,50
2361,Phillips 66,Europe,France,Product Development,Software & Programming,451400,74,437,191,2018,6270,34
2362,Phillips 66,Europe,France,Product Development,Software & Programming,401700,77,458,185,2019,6153,36
2363,Phillips 66,Europe,Switzerland,Product Development,Software & Programming,181000,81,203,97,2020,8868,57
2364,Phillips 66,APAC,China,Product Development,Semiconductors,383500,76,340,275,2015,2083,44
2365,Phillips 66,North America,US,Product Development,Semiconductors,315200,82,423,278,2016,4127,40
2366,Phillips 66,APAC,Saudi Arabia,Product Development,Semiconductors,240500,85,284,276,2017,2987,52
2367,Phillips 66,Europe,Norway,Product Development,Semiconductors,189500,83,295,112,2018,7216,56
2368,Phillips 66,Europe,Norway,Product Development,Semiconductors,194200,89,368,252,2019,7478,44
2369,Phillips 66,APAC,UAE,Product Development,Semiconductors,310700,93,409,263,2020,1219,50
2370,Phillips 66,North America,US,Product Development,Recreational Products,312500,92,307,195,2015,4742,52
2371,Phillips 66,APAC,India,Product Development,Recreational Products,321800,94,274,226,2016,4969,50
2372,Phillips 66,Europe,Netherlands,Product Development,Recreational Products,298000,82,333,147,2017,1172,59
2373,Phillips 66,APAC,UAE,Product Development,Recreational Products,436200,79,271,48,2018,5714,53
2374,Phillips 66,Europe,Switzerland,Product Development,Recreational Products,249600,90,166,185,2019,4059,62
2375,Phillips 66,APAC,South Korea,Product Development,Recreational Products,104200,79,103,35,2020,8138,70
2376,Phillips 66,North America,Canada,Product Development,Internet & Catalog Retail,365000,76,236,42,2015,2373,64
2377,Phillips 66,APAC,Indonesia,Product Development,Internet & Catalog Retail,252700,72,421,70,2016,8055,47
2378,Phillips 66,APAC,Japan,Product Development,Internet & Catalog Retail,360500,93,258,90,2017,6527,55
2379,Phillips 66,North America,US,Product Development,Internet & Catalog Retail,170700,91,362,215,2018,7768,47
2380,Phillips 66,APAC,Indonesia,Product Development,Internet & Catalog Retail,485100,86,322,260,2019,9855,28
2381,Phillips 66,Europe,Germany,Product Development,Internet & Catalog Retail,246700,94,222,226,2020,7144,51
2382,Phillips 66,APAC,Japan,Product Development,Health Care Equipment & Svcs,123800,90,426,39,2015,1778,70
2383,Phillips 66,APAC,Indonesia,Product Development,Health Care Equipment & Svcs,326600,77,150,262,2016,3416,53
2384,Phillips 66,APAC,Saudi Arabia,Product Development,Health Care Equipment & Svcs,105400,74,162,136,2017,2804,70
2385,Phillips 66,Europe,Netherlands,Product Development,Health Care Equipment & Svcs,384300,92,345,176,2018,8683,41
2386,Phillips 66,APAC,Indonesia,Product Development,Health Care Equipment & Svcs,169800,87,264,70,2019,4363,67
2387,Phillips 66,APAC,Australia,Product Development,Health Care Equipment & Svcs,461300,70,265,71,2020,8560,43
2388,Phillips 66,APAC,India,Product Development,Electronics,339100,73,170,280,2015,8629,39
2389,Phillips 66,APAC,Australia,Product Development,Electronics,404100,92,153,63,2016,6082,60
2390,Phillips 66,North America,US,Product Development,Electronics,202700,74,280,124,2017,5265,57
2391,Phillips 66,APAC,UAE,Product Development,Electronics,440400,87,420,166,2018,4721,43
2392,Phillips 66,APAC,Taiwan,Product Development,Electronics,475400,90,326,144,2019,7587,42
2393,Phillips 66,APAC,South Korea,Product Development,Electronics,385900,72,259,281,2020,7607,35
2394,Phillips 66,APAC,Taiwan,Product Development,Electrical Equipment,189600,78,116,274,2015,3740,58
2395,Phillips 66,APAC,China,Product Development,Electrical Equipment,499000,87,191,54,2016,1015,65
2396,Phillips 66,North America,US,Product Development,Electrical Equipment,251400,88,131,159,2017,4955,63
2397,Phillips 66,APAC,Japan,Product Development,Electrical Equipment,368300,70,338,208,2018,7031,38
2398,Phillips 66,APAC,Taiwan,Product Development,Electrical Equipment,447500,84,448,35,2019,4866,49
2399,Phillips 66,APAC,UAE,Product Development,Electrical Equipment,309000,72,297,67,2020,5108,56
2400,Phillips 66,APAC,Taiwan,Product Development,Consumer Financial Services,113600,89,164,168,2015,8051,60
2401,Phillips 66,APAC,China,Product Development,Consumer Financial Services,151100,79,418,288,2016,4500,45
2402,Phillips 66,North America,US,Product Development,Consumer Financial Services,149500,72,425,258,2017,2618,49
2403,Phillips 66,North America,US,Product Development,Consumer Financial Services,150500,73,383,85,2018,4499,59
2404,Phillips 66,APAC,Singapore,Product Development,Consumer Financial Services,400400,75,320,55,2019,8429,46
2405,Phillips 66,APAC,South Korea,Product Development,Consumer Financial Services,279000,92,312,214,2020,8856,43
2406,Phillips 66,APAC,Australia,Product Development,Computer Services,398700,77,345,137,2015,7223,42
2407,Phillips 66,Europe,France,Product Development,Computer Services,447500,75,231,215,2016,8301,37
2408,Phillips 66,APAC,Australia,Product Development,Computer Services,180500,90,159,88,2017,2657,74
2409,Phillips 66,North America,Canada,Product Development,Computer Services,315700,78,240,299,2018,3293,47
2410,Phillips 66,North America,Canada,Product Development,Computer Services,293100,76,232,54,2019,1100,69
2411,Phillips 66,APAC,Japan,Product Development,Computer Services,157400,76,292,64,2020,7878,58
2412,Phillips 66,Europe,Norway,Product Development,Computer Hardware,455200,74,412,135,2015,3225,45
2413,Phillips 66,Europe,Germany,Product Development,Computer Hardware,167800,92,242,91,2016,7033,62
2414,Phillips 66,Europe,Germany,Product Development,Computer Hardware,146400,91,357,93,2017,3613,65
2415,Phillips 66,APAC,China,Product Development,Computer Hardware,103600,81,92,66,2018,3295,78
2416,Phillips 66,North America,US,Product Development,Computer Hardware,131700,73,212,287,2019,4468,53
2417,Phillips 66,Europe,Switzerland,Product Development,Computer Hardware,427600,75,465,194,2020,2602,41
2418,Phillips 66,APAC,Saudi Arabia,Product Development,Communications Equipment,358900,93,403,138,2015,4342,51
2419,Phillips 66,APAC,Australia,Product Development,Communications Equipment,124300,77,469,156,2016,6132,49
2420,Phillips 66,APAC,India,Product Development,Communications Equipment,364200,82,397,66,2017,9423,43
2421,Phillips 66,APAC,South Korea,Product Development,Communications Equipment,147700,76,141,150,2018,1673,71
2422,Phillips 66,APAC,India,Product Development,Communications Equipment,179200,79,363,163,2019,4125,55
2423,Phillips 66,North America,Canada,Product Development,Communications Equipment,383200,83,437,203,2020,7322,36
2424,Phillips 66,APAC,India,Product Development,Business & Personal Services,208700,87,111,208,2015,6714,58
2425,Phillips 66,North America,US,Product Development,Business & Personal Services,183500,93,316,69,2016,1727,71
2426,Phillips 66,Europe,France,Product Development,Business & Personal Services,236300,94,432,172,2017,5777,49
2427,Phillips 66,Europe,Germany,Product Development,Business & Personal Services,160000,71,213,283,2018,3439,54
2428,Phillips 66,APAC,South Korea,Product Development,Business & Personal Services,295800,81,480,291,2019,1090,44
2429,Phillips 66,North America,Canada,Product Development,Business & Personal Services,145400,94,281,293,2020,1225,60
2430,Phillips 66,APAC,Taiwan,Product Development,Broadcasting & Cable,316400,71,207,127,2015,6726,52
2431,Phillips 66,North America,US,Product Development,Broadcasting & Cable,104600,70,302,34,2016,9636,56
2432,Phillips 66,APAC,India,Product Development,Broadcasting & Cable,107000,80,280,65,2017,6559,63
2433,Phillips 66,APAC,Saudi Arabia,Product Development,Broadcasting & Cable,124300,89,411,296,2018,4069,49
2434,Phillips 66,APAC,Japan,Product Development,Broadcasting & Cable,488700,79,132,202,2019,4499,49
2435,Phillips 66,North America,US,Product Development,Broadcasting & Cable,191600,73,162,238,2020,7566,50
2436,Valero Energy,APAC,Japan,Hardware Solutions,Telecommunications services,452000,95,337,210,2015,3655,47
2437,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Telecommunications services,325600,75,230,174,2016,4442,53
2438,Valero Energy,APAC,UAE,Hardware Solutions,Telecommunications services,330700,87,134,53,2017,2782,70
2439,Valero Energy,North America,Canada,Hardware Solutions,Telecommunications services,405500,77,479,271,2018,5311,31
2440,Valero Energy,APAC,Australia,Hardware Solutions,Telecommunications services,437800,73,382,206,2019,7348,34
2441,Valero Energy,Europe,Norway,Hardware Solutions,Telecommunications services,273100,82,381,113,2020,4807,53
2442,Valero Energy,APAC,India,Hardware Solutions,Software & Programming,406100,72,384,232,2015,4764,38
2443,Valero Energy,APAC,Singapore,Hardware Solutions,Software & Programming,166800,80,231,100,2016,2555,69
2444,Valero Energy,APAC,Singapore,Hardware Solutions,Software & Programming,446900,82,290,137,2017,1342,55
2445,Valero Energy,Europe,Switzerland,Hardware Solutions,Software & Programming,219600,89,344,238,2018,1474,57
2446,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Software & Programming,148400,81,108,108,2019,8362,63
2447,Valero Energy,APAC,UAE,Hardware Solutions,Software & Programming,251300,92,432,222,2020,2474,52
2448,Valero Energy,Europe,France,Hardware Solutions,Semiconductors,335900,81,422,171,2015,4441,46
2449,Valero Energy,APAC,Australia,Hardware Solutions,Semiconductors,361600,70,115,31,2016,7429,59
2450,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Semiconductors,442300,76,238,188,2017,4879,46
2451,Valero Energy,APAC,China,Hardware Solutions,Semiconductors,300400,81,344,269,2018,9495,34
2452,Valero Energy,APAC,China,Hardware Solutions,Semiconductors,416500,94,447,42,2019,8160,45
2453,Valero Energy,APAC,UAE,Hardware Solutions,Semiconductors,445900,74,443,167,2020,9649,29
2454,Valero Energy,APAC,Indonesia,Hardware Solutions,Recreational Products,123100,91,191,226,2015,8154,55
2455,Valero Energy,APAC,UAE,Hardware Solutions,Recreational Products,203500,70,447,252,2016,6457,38
2456,Valero Energy,Europe,Netherlands,Hardware Solutions,Recreational Products,209000,94,353,202,2017,4841,54
2457,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Recreational Products,480400,93,270,102,2018,4970,52
2458,Valero Energy,APAC,Australia,Hardware Solutions,Recreational Products,261200,81,347,45,2019,2373,64
2459,Valero Energy,APAC,Indonesia,Hardware Solutions,Recreational Products,181900,80,185,258,2020,6641,51
2460,Valero Energy,North America,Canada,Hardware Solutions,Internet & Catalog Retail,380200,74,415,101,2015,2884,51
2461,Valero Energy,APAC,Singapore,Hardware Solutions,Internet & Catalog Retail,151400,93,306,90,2016,8351,58
2462,Valero Energy,APAC,India,Hardware Solutions,Internet & Catalog Retail,130700,76,242,102,2017,5940,62
2463,Valero Energy,North America,Canada,Hardware Solutions,Internet & Catalog Retail,172800,88,205,40,2018,4120,72
2464,Valero Energy,Europe,Germany,Hardware Solutions,Internet & Catalog Retail,285700,81,158,112,2019,8297,55
2465,Valero Energy,Europe,Switzerland,Hardware Solutions,Internet & Catalog Retail,309000,74,366,292,2020,2700,43
2466,Valero Energy,APAC,China,Hardware Solutions,Health Care Equipment & Svcs,439000,89,376,47,2015,3145,56
2467,Valero Energy,APAC,South Korea,Hardware Solutions,Health Care Equipment & Svcs,403000,71,384,170,2016,9057,33
2468,Valero Energy,APAC,Singapore,Hardware Solutions,Health Care Equipment & Svcs,392000,79,185,247,2017,4046,49
2469,Valero Energy,North America,Canada,Hardware Solutions,Health Care Equipment & Svcs,444100,80,346,219,2018,2714,45
2470,Valero Energy,North America,Canada,Hardware Solutions,Health Care Equipment & Svcs,210000,77,214,168,2019,5086,58
2471,Valero Energy,North America,US,Hardware Solutions,Health Care Equipment & Svcs,455700,75,386,99,2020,9645,36
2472,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Electronics,283100,79,151,89,2015,5292,62
2473,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Electronics,416200,93,323,242,2016,8361,37
2474,Valero Energy,North America,US,Hardware Solutions,Electronics,275700,81,440,60,2017,5353,53
2475,Valero Energy,APAC,Australia,Hardware Solutions,Electronics,275500,88,430,193,2018,2731,51
2476,Valero Energy,North America,Canada,Hardware Solutions,Electronics,302500,73,174,198,2019,1311,60
2477,Valero Energy,APAC,UAE,Hardware Solutions,Electronics,474100,80,395,146,2020,2117,47
2478,Valero Energy,APAC,India,Hardware Solutions,Electrical Equipment,481200,90,164,231,2015,9673,38
2479,Valero Energy,North America,US,Hardware Solutions,Electrical Equipment,208300,71,239,114,2016,7249,55
2480,Valero Energy,APAC,China,Hardware Solutions,Electrical Equipment,121400,93,288,209,2017,6598,56
2481,Valero Energy,APAC,Singapore,Hardware Solutions,Electrical Equipment,264900,94,452,145,2018,9181,42
2482,Valero Energy,Europe,France,Hardware Solutions,Electrical Equipment,229000,72,147,212,2019,9419,47
2483,Valero Energy,APAC,South Korea,Hardware Solutions,Electrical Equipment,233600,70,234,106,2020,1919,65
2484,Valero Energy,APAC,Indonesia,Hardware Solutions,Consumer Financial Services,405600,78,145,179,2015,4680,53
2485,Valero Energy,North America,US,Hardware Solutions,Consumer Financial Services,118400,77,339,69,2016,9407,54
2486,Valero Energy,APAC,UAE,Hardware Solutions,Consumer Financial Services,196800,77,477,205,2017,4998,45
2487,Valero Energy,APAC,Taiwan,Hardware Solutions,Consumer Financial Services,174900,70,371,59,2018,1211,66
2488,Valero Energy,Europe,Norway,Hardware Solutions,Consumer Financial Services,467900,94,282,289,2019,6006,38
2489,Valero Energy,Europe,Norway,Hardware Solutions,Consumer Financial Services,174300,85,193,110,2020,9772,56
2490,Valero Energy,APAC,Japan,Hardware Solutions,Computer Services,107600,84,396,175,2015,5407,54
2491,Valero Energy,APAC,China,Hardware Solutions,Computer Services,288300,71,439,62,2016,5882,49
2492,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Computer Services,262900,85,326,124,2017,1945,62
2493,Valero Energy,Europe,Norway,Hardware Solutions,Computer Services,483400,92,291,259,2018,8858,33
2494,Valero Energy,APAC,India,Hardware Solutions,Computer Services,237800,88,315,51,2019,4560,63
2495,Valero Energy,Europe,France,Hardware Solutions,Computer Services,127100,90,360,277,2020,9419,42
2496,Valero Energy,Europe,France,Hardware Solutions,Computer Hardware,113300,86,477,102,2015,6685,54
2497,Valero Energy,APAC,Australia,Hardware Solutions,Computer Hardware,133100,75,286,135,2016,3128,63
2498,Valero Energy,Europe,Switzerland,Hardware Solutions,Computer Hardware,432300,86,268,69,2017,3927,57
2499,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Computer Hardware,192900,87,425,57,2018,1120,67
2500,Valero Energy,APAC,Taiwan,Hardware Solutions,Computer Hardware,243900,94,399,95,2019,8042,51
2501,Valero Energy,APAC,China,Hardware Solutions,Computer Hardware,193300,86,234,47,2020,5167,67
2502,Valero Energy,APAC,Indonesia,Hardware Solutions,Communications Equipment,117600,74,438,200,2015,3744,52
2503,Valero Energy,APAC,China,Hardware Solutions,Communications Equipment,431700,77,233,104,2016,8029,46
2504,Valero Energy,North America,Canada,Hardware Solutions,Communications Equipment,326000,70,181,179,2017,1183,60
2505,Valero Energy,APAC,India,Hardware Solutions,Communications Equipment,246200,91,258,115,2018,5595,60
2506,Valero Energy,APAC,Saudi Arabia,Hardware Solutions,Communications Equipment,335800,93,334,208,2019,8953,40
2507,Valero Energy,APAC,Japan,Hardware Solutions,Communications Equipment,385900,81,104,151,2020,1541,64
2508,Valero Energy,Europe,Netherlands,Hardware Solutions,Business & Personal Services,232300,90,323,129,2015,3360,61
2509,Valero Energy,Europe,Germany,Hardware Solutions,Business & Personal Services,132100,70,237,160,2016,4101,61
2510,Valero Energy,North America,US,Hardware Solutions,Business & Personal Services,251300,71,404,176,2017,9826,37
2511,Valero Energy,APAC,China,Hardware Solutions,Business & Personal Services,380900,92,126,126,2018,5462,60
2512,Valero Energy,APAC,India,Hardware Solutions,Business & Personal Services,252100,70,313,276,2019,9166,35
2513,Valero Energy,North America,Canada,Hardware Solutions,Business & Personal Services,470500,89,150,187,2020,8116,45
2514,Valero Energy,APAC,Japan,Hardware Solutions,Broadcasting & Cable,141200,83,342,191,2015,2321,60
2515,Valero Energy,APAC,Australia,Hardware Solutions,Broadcasting & Cable,168200,71,461,243,2016,6956,39
2516,Valero Energy,Europe,Germany,Hardware Solutions,Broadcasting & Cable,271200,88,308,253,2017,4719,49
2517,Valero Energy,APAC,UAE,Hardware Solutions,Broadcasting & Cable,163700,70,138,243,2018,4324,58
2518,Valero Energy,North America,US,Hardware Solutions,Broadcasting & Cable,248800,94,263,232,2019,4592,54
2519,Valero Energy,APAC,China,Hardware Solutions,Broadcasting & Cable,146800,91,408,206,2020,1477,60
2520,Dell Technologies,APAC,Japan,Consulting,Telecommunications services,398000,77,146,183,2015,5706,51
2521,Dell Technologies,APAC,Japan,Consulting,Telecommunications services,464900,80,107,153,2016,5296,53
2522,Dell Technologies,APAC,Japan,Consulting,Telecommunications services,334600,86,376,57,2017,2079,61
2523,Dell Technologies,North America,US,Consulting,Telecommunications services,423100,83,263,157,2018,7597,44
2524,Dell Technologies,APAC,Singapore,Consulting,Telecommunications services,241900,75,394,46,2019,3270,60
2525,Dell Technologies,APAC,Singapore,Consulting,Telecommunications services,194600,70,357,39,2020,7282,55
2526,Dell Technologies,Europe,Germany,Consulting,Software & Programming,485400,88,262,181,2015,1843,52
2527,Dell Technologies,APAC,South Korea,Consulting,Software & Programming,353800,92,199,113,2016,6070,57
2528,Dell Technologies,APAC,Japan,Consulting,Software & Programming,352100,79,248,177,2017,5684,49
2529,Dell Technologies,APAC,Australia,Consulting,Software & Programming,354600,93,258,269,2018,9054,39
2530,Dell Technologies,APAC,South Korea,Consulting,Software & Programming,499800,84,109,300,2019,3576,46
2531,Dell Technologies,APAC,Saudi Arabia,Consulting,Software & Programming,448600,83,194,292,2020,9560,33
2532,Dell Technologies,North America,US,Consulting,Semiconductors,360300,87,204,108,2015,6955,54
2533,Dell Technologies,APAC,Indonesia,Consulting,Semiconductors,306900,85,461,260,2016,8895,31
2534,Dell Technologies,APAC,UAE,Consulting,Semiconductors,492500,84,190,253,2017,8217,37
2535,Dell Technologies,North America,US,Consulting,Semiconductors,232000,79,434,153,2018,9351,40
2536,Dell Technologies,APAC,South Korea,Consulting,Semiconductors,251800,74,201,198,2019,6876,50
2537,Dell Technologies,APAC,UAE,Consulting,Semiconductors,309500,86,140,272,2020,1378,59
2538,Dell Technologies,APAC,Australia,Consulting,Recreational Products,427400,70,95,85,2015,2652,63
2539,Dell Technologies,APAC,Indonesia,Consulting,Recreational Products,322800,75,239,55,2016,9949,49
2540,Dell Technologies,APAC,South Korea,Consulting,Recreational Products,400600,75,131,256,2017,5993,45
2541,Dell Technologies,APAC,Taiwan,Consulting,Recreational Products,220800,75,91,188,2018,5726,59
2542,Dell Technologies,Europe,Germany,Consulting,Recreational Products,218000,80,255,139,2019,5268,58
2543,Dell Technologies,APAC,China,Consulting,Recreational Products,443300,78,236,115,2020,2886,55
2544,Dell Technologies,APAC,South Korea,Consulting,Internet & Catalog Retail,423900,95,264,76,2015,8411,50
2545,Dell Technologies,APAC,India,Consulting,Internet & Catalog Retail,107600,82,386,227,2016,4419,53
2546,Dell Technologies,Europe,Norway,Consulting,Internet & Catalog Retail,254500,86,188,94,2017,8369,57
2547,Dell Technologies,APAC,India,Consulting,Internet & Catalog Retail,114900,70,191,255,2018,8880,47
2548,Dell Technologies,APAC,China,Consulting,Internet & Catalog Retail,334200,72,373,296,2019,5243,36
2549,Dell Technologies,APAC,UAE,Consulting,Internet & Catalog Retail,247200,83,225,112,2020,4900,61
2550,Dell Technologies,Europe,Norway,Consulting,Health Care Equipment & Svcs,267000,74,137,88,2015,1323,71
2551,Dell Technologies,APAC,Taiwan,Consulting,Health Care Equipment & Svcs,347500,85,204,73,2016,3933,63
2552,Dell Technologies,North America,US,Consulting,Health Care Equipment & Svcs,486700,73,291,50,2017,4259,52
2553,Dell Technologies,North America,Canada,Consulting,Health Care Equipment & Svcs,347800,77,369,239,2018,3607,44
2554,Dell Technologies,APAC,Taiwan,Consulting,Health Care Equipment & Svcs,299400,82,136,258,2019,3987,54
2555,Dell Technologies,APAC,Australia,Consulting,Health Care Equipment & Svcs,225500,79,220,289,2020,4584,50
2556,Dell Technologies,North America,Canada,Consulting,Electronics,455500,86,180,111,2015,7850,49
2557,Dell Technologies,APAC,Japan,Consulting,Electronics,394600,93,388,260,2016,8952,32
2558,Dell Technologies,APAC,UAE,Consulting,Electronics,150000,73,269,234,2017,8817,45
2559,Dell Technologies,Europe,Netherlands,Consulting,Electronics,374800,90,96,283,2018,2176,57
2560,Dell Technologies,APAC,Indonesia,Consulting,Electronics,447100,74,274,237,2019,3259,44
2561,Dell Technologies,APAC,Japan,Consulting,Electronics,279200,80,295,36,2020,2260,66
2562,Dell Technologies,APAC,Singapore,Consulting,Electrical Equipment,496300,95,271,242,2015,4937,43
2563,Dell Technologies,APAC,Singapore,Consulting,Electrical Equipment,244700,87,362,114,2016,7436,51
2564,Dell Technologies,APAC,Australia,Consulting,Electrical Equipment,165100,73,353,211,2017,3780,52
2565,Dell Technologies,APAC,India,Consulting,Electrical Equipment,284300,90,181,106,2018,9252,54
2566,Dell Technologies,North America,Canada,Consulting,Electrical Equipment,459000,74,173,291,2019,3156,44
2567,Dell Technologies,APAC,UAE,Consulting,Electrical Equipment,386000,81,210,272,2020,7812,39
2568,Dell Technologies,APAC,Saudi Arabia,Consulting,Consumer Financial Services,388700,91,216,52,2015,4945,61
2569,Dell Technologies,APAC,Japan,Consulting,Consumer Financial Services,276000,87,253,188,2016,5534,53
2570,Dell Technologies,Europe,Netherlands,Consulting,Consumer Financial Services,149700,90,370,166,2017,5634,55
2571,Dell Technologies,APAC,Japan,Consulting,Consumer Financial Services,185300,73,394,60,2018,7437,53
2572,Dell Technologies,APAC,Japan,Consulting,Consumer Financial Services,177700,75,229,127,2019,4780,61
2573,Dell Technologies,North America,US,Consulting,Consumer Financial Services,457600,76,421,289,2020,6291,28
2574,Dell Technologies,APAC,Indonesia,Consulting,Computer Services,183800,88,298,227,2015,8002,48
2575,Dell Technologies,APAC,Singapore,Consulting,Computer Services,348700,76,464,182,2016,2798,45
2576,Dell Technologies,North America,US,Consulting,Computer Services,318100,89,411,221,2017,8022,38
2577,Dell Technologies,APAC,Taiwan,Consulting,Computer Services,194300,81,363,70,2018,5199,59
2578,Dell Technologies,APAC,Japan,Consulting,Computer Services,171100,86,342,44,2019,9628,55
2579,Dell Technologies,APAC,Saudi Arabia,Consulting,Computer Services,315800,78,217,256,2020,2273,53
2580,Dell Technologies,APAC,Taiwan,Consulting,Computer Hardware,207200,86,313,65,2015,9065,54
2581,Dell Technologies,APAC,India,Consulting,Computer Hardware,152100,72,305,87,2016,5585,59
2582,Dell Technologies,North America,US,Consulting,Computer Hardware,407400,83,447,183,2017,8115,34
2583,Dell Technologies,APAC,South Korea,Consulting,Computer Hardware,487700,92,100,169,2018,3840,57
2584,Dell Technologies,APAC,Singapore,Consulting,Computer Hardware,149200,87,235,178,2019,5719,59
2585,Dell Technologies,North America,Canada,Consulting,Computer Hardware,151200,91,146,253,2020,5135,60
2586,Dell Technologies,APAC,India,Consulting,Communications Equipment,119200,85,96,159,2015,9472,60
2587,Dell Technologies,Europe,Netherlands,Consulting,Communications Equipment,255100,88,160,173,2016,2190,66
2588,Dell Technologies,APAC,UAE,Consulting,Communications Equipment,220700,93,465,95,2017,8586,48
2589,Dell Technologies,Europe,Netherlands,Consulting,Communications Equipment,478100,75,367,182,2018,4894,39
2590,Dell Technologies,Europe,Norway,Consulting,Communications Equipment,230500,89,248,279,2019,6078,48
2591,Dell Technologies,APAC,Singapore,Consulting,Communications Equipment,228500,91,278,264,2020,7839,45
2592,Dell Technologies,APAC,South Korea,Consulting,Business & Personal Services,353800,72,198,215,2015,3422,52
2593,Dell Technologies,APAC,Indonesia,Consulting,Business & Personal Services,384000,75,163,131,2016,7375,50
2594,Dell Technologies,Europe,Norway,Consulting,Business & Personal Services,179700,90,476,255,2017,3587,48
2595,Dell Technologies,Europe,Switzerland,Consulting,Business & Personal Services,146600,89,341,82,2018,1129,71
2596,Dell Technologies,Europe,Netherlands,Consulting,Business & Personal Services,409700,78,151,235,2019,1224,56
2597,Dell Technologies,APAC,Taiwan,Consulting,Business & Personal Services,185800,86,150,52,2020,9015,63
2598,Dell Technologies,APAC,Japan,Consulting,Broadcasting & Cable,364400,78,477,93,2015,3040,50
2599,Dell Technologies,APAC,India,Consulting,Broadcasting & Cable,303100,88,106,95,2016,6896,62
2600,Dell Technologies,APAC,Indonesia,Consulting,Broadcasting & Cable,387300,75,423,72,2017,3760,50
2601,Dell Technologies,Europe,Germany,Consulting,Broadcasting & Cable,108000,75,282,46,2018,3165,70
2602,Dell Technologies,North America,Canada,Consulting,Broadcasting & Cable,240600,90,387,163,2019,7933,46
2603,Dell Technologies,Europe,Germany,Consulting,Broadcasting & Cable,295800,74,173,296,2020,4455,48
2604,Target,APAC,India,Hardware Solutions,Telecommunications services,225700,89,167,33,2015,8404,64
2605,Target,Europe,Norway,Hardware Solutions,Telecommunications services,366400,78,245,284,2016,4411,44
2606,Target,Europe,Switzerland,Hardware Solutions,Telecommunications services,437500,84,422,101,2017,6007,44
2607,Target,APAC,Australia,Hardware Solutions,Telecommunications services,174000,70,397,232,2018,8132,40
2608,Target,APAC,South Korea,Hardware Solutions,Telecommunications services,386100,76,222,236,2019,4302,47
2609,Target,North America,Canada,Hardware Solutions,Telecommunications services,151800,75,171,70,2020,3341,71
2610,Target,APAC,Singapore,Hardware Solutions,Software & Programming,277700,75,416,284,2015,1611,45
2611,Target,Europe,Netherlands,Hardware Solutions,Software & Programming,397400,75,102,177,2016,4259,55
2612,Target,North America,Canada,Hardware Solutions,Software & Programming,220500,86,403,132,2017,7224,49
2613,Target,APAC,Australia,Hardware Solutions,Software & Programming,291800,86,391,37,2018,9415,49
2614,Target,APAC,Australia,Hardware Solutions,Software & Programming,367300,91,230,65,2019,1344,68
2615,Target,APAC,South Korea,Hardware Solutions,Software & Programming,272900,70,336,99,2020,4062,55
2616,Target,Europe,Switzerland,Hardware Solutions,Semiconductors,386500,94,348,82,2015,5127,54
2617,Target,APAC,Taiwan,Hardware Solutions,Semiconductors,134300,74,400,69,2016,5148,59
2618,Target,Europe,France,Hardware Solutions,Semiconductors,365200,81,344,281,2017,3160,43
2619,Target,APAC,India,Hardware Solutions,Semiconductors,366500,76,121,202,2018,2590,58
2620,Target,APAC,Singapore,Hardware Solutions,Semiconductors,252100,79,421,100,2019,2843,57
2621,Target,APAC,Australia,Hardware Solutions,Semiconductors,171100,87,446,205,2020,1780,56
2622,Target,North America,Canada,Hardware Solutions,Recreational Products,422900,91,317,296,2015,6832,36
2623,Target,North America,US,Hardware Solutions,Recreational Products,291400,88,194,123,2016,6262,58
2624,Target,Europe,Germany,Hardware Solutions,Recreational Products,367200,84,301,114,2017,6727,49
2625,Target,Europe,Netherlands,Hardware Solutions,Recreational Products,235400,81,451,239,2018,1527,50
2626,Target,North America,US,Hardware Solutions,Recreational Products,315400,80,456,275,2019,2019,43
2627,Target,APAC,UAE,Hardware Solutions,Recreational Products,286000,95,415,169,2020,2481,55
2628,Target,APAC,India,Hardware Solutions,Internet & Catalog Retail,496300,95,450,203,2015,4088,40
2629,Target,APAC,Indonesia,Hardware Solutions,Internet & Catalog Retail,173800,92,97,151,2016,9888,59
2630,Target,Europe,Germany,Hardware Solutions,Internet & Catalog Retail,278500,84,125,107,2017,5679,63
2631,Target,Europe,Netherlands,Hardware Solutions,Internet & Catalog Retail,254500,91,223,202,2018,2052,62
2632,Target,APAC,Saudi Arabia,Hardware Solutions,Internet & Catalog Retail,197300,87,273,284,2019,3420,53
