Supplier Name,Region,Country,Function,Service,Avg. Cost,Rating,Average Delivery Time,Number of escalations,Year,Resources,Score
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Health Care Equipment & Svcs,304200,83,437,216,2019,2394,48
Walgreens Boots Alliance,North America,Canada,Software Solutions,Health Care Equipment & Svcs,392700,89,372,98,2020,4411,52
Walgreens Boots Alliance,Europe,Germany,Software Solutions,Electronics,474000,71,355,108,2015,2911,48
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Electronics,288500,80,227,240,2016,2018,56
Walgreens Boots Alliance,North America,US,Software Solutions,Electronics,400800,84,211,36,2017,5299,60
Walgreens Boots Alliance,APAC,Indonesia,Software Solutions,Electronics,224400,87,299,252,2018,3806,52
Walgreens Boots Alliance,Europe,Netherlands,Software Solutions,Electronics,441300,95,458,178,2019,8814,34
Walgreens Boots Alliance,North America,Canada,Software Solutions,Electronics,133300,72,432,39,2020,9578,50
Walgreens Boots Alliance,Europe,France,Software Solutions,Electrical Equipment,415100,94,280,187,2015,4934,49
Walgreens Boots Alliance,APAC,China,Software Solutions,Electrical Equipment,279700,79,382,129,2016,4819,51
Walgreens Boots Alliance,APAC,Singapore,Software Solutions,Electrical Equipment,118700,88,442,201,2017,4384,53
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Electrical Equipment,242200,79,289,270,2018,7554,42
Walgreens Boots Alliance,North America,US,Software Solutions,Electrical Equipment,406800,86,96,88,2019,8835,54
Walgreens Boots Alliance,APAC,South Korea,Software Solutions,Electrical Equipment,414500,84,464,184,2020,7400,35
Walgreens Boots Alliance,APAC,Australia,Software Solutions,Consumer Financial Services,295600,75,208,140,2015,6504,53
Walgreens Boots Alliance,Europe,Switzerland,Software Solutions,Consumer Financial Services,421300,84,343,71,2016,3878,54
Walgreens Boots Alliance,Europe,France,Software Solutions,Consumer Financial Services,335500,84,239,171,2017,6519,50
Walgreens Boots Alliance,APAC,South Korea,Software Solutions,Consumer Financial Services,142500,77,112,83,2018,7153,66
Walgreens Boots Alliance,North America,US,Software Solutions,Consumer Financial Services,431500,95,187,236,2019,9131,41
Walgreens Boots Alliance,APAC,Singapore,Software Solutions,Consumer Financial Services,487100,88,165,113,2020,2043,61
Walgreens Boots Alliance,APAC,Indonesia,Software Solutions,Computer Services,437400,80,116,162,2015,3188,57
Walgreens Boots Alliance,Europe,Switzerland,Software Solutions,Computer Services,198600,87,253,101,2016,8281,57
Walgreens Boots Alliance,APAC,Saudi Arabia,Software Solutions,Computer Services,339400,84,300,268,2017,1667,50
Walgreens Boots Alliance,North America,US,Software Solutions,Computer Services,377600,75,310,128,2018,8058,43
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Computer Services,427600,76,228,241,2019,2681,48
Walgreens Boots Alliance,APAC,Indonesia,Software Solutions,Computer Services,141500,84,185,235,2020,1419,66
Walgreens Boots Alliance,APAC,South Korea,Software Solutions,Computer Hardware,194300,94,420,299,2015,5343,44
Walgreens Boots Alliance,North America,Canada,Software Solutions,Computer Hardware,493800,85,350,76,2016,6890,45
Walgreens Boots Alliance,APAC,China,Software Solutions,Computer Hardware,244200,94,99,126,2017,8821,60
Walgreens Boots Alliance,APAC,India,Software Solutions,Computer Hardware,278600,94,433,297,2018,1904,47
Walgreens Boots Alliance,Europe,Netherlands,Software Solutions,Computer Hardware,295800,81,389,297,2019,8024,33
Walgreens Boots Alliance,Europe,France,Software Solutions,Computer Hardware,303300,95,368,55,2020,2781,63
Walgreens Boots Alliance,APAC,Australia,Software Solutions,Communications Equipment,443700,89,224,197,2015,9771,39
Walgreens Boots Alliance,Europe,Germany,Software Solutions,Communications Equipment,126600,90,245,197,2016,7888,55
Walgreens Boots Alliance,APAC,Saudi Arabia,Software Solutions,Communications Equipment,284200,74,240,126,2017,7816,50
Walgreens Boots Alliance,APAC,India,Software Solutions,Communications Equipment,319400,91,304,164,2018,2943,57
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Communications Equipment,415200,79,210,64,2019,4450,58
Walgreens Boots Alliance,APAC,Australia,Software Solutions,Communications Equipment,290300,87,235,121,2020,6581,56
Walgreens Boots Alliance,APAC,India,Software Solutions,Business & Personal Services,179700,79,434,209,2015,1665,54
Walgreens Boots Alliance,APAC,Saudi Arabia,Software Solutions,Business & Personal Services,245700,89,303,205,2016,1849,59
Walgreens Boots Alliance,APAC,South Korea,Software Solutions,Business & Personal Services,142200,94,368,242,2017,1942,59
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Business & Personal Services,183700,89,223,86,2018,4714,67
Walgreens Boots Alliance,APAC,Japan,Software Solutions,Business & Personal Services,397000,92,151,277,2019,7861,43
Walgreens Boots Alliance,APAC,India,Software Solutions,Business & Personal Services,315300,72,124,290,2020,3963,50
Walgreens Boots Alliance,Europe,Netherlands,Software Solutions,Broadcasting & Cable,486300,91,402,204,2015,1942,45
Walgreens Boots Alliance,Europe,Netherlands,Software Solutions,Broadcasting & Cable,263800,92,279,35,2016,6677,62
Walgreens Boots Alliance,APAC,India,Software Solutions,Broadcasting & Cable,277300,86,130,153,2017,6842,58
Walgreens Boots Alliance,APAC,China,Software Solutions,Broadcasting & Cable,423600,88,94,156,2018,1567,64
Walgreens Boots Alliance,APAC,India,Software Solutions,Broadcasting & Cable,460100,83,453,190,2019,9138,29
Walgreens Boots Alliance,Europe,Germany,Software Solutions,Broadcasting & Cable,173100,70,108,247,2020,5424,56
Marathon Petroleum,APAC,Singapore,IT & Infrastructure,Telecommunications services,436300,90,308,103,2015,2938,56
Marathon Petroleum,APAC,Australia,IT & Infrastructure,Telecommunications services,368800,92,284,279,2016,3017,48
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Telecommunications services,317600,88,92,279,2017,9562,44
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Telecommunications services,303300,81,121,159,2018,5594,58
Marathon Petroleum,APAC,India,IT & Infrastructure,Telecommunications services,320200,71,126,87,2019,5823,59
Marathon Petroleum,Europe,Switzerland,IT & Infrastructure,Telecommunications services,359300,82,179,130,2020,2367,62
Marathon Petroleum,APAC,India,IT & Infrastructure,Software & Programming,183300,80,278,90,2015,6142,60
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Software & Programming,257000,83,474,279,2016,8317,32
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Software & Programming,337400,93,219,184,2017,8262,48
Marathon Petroleum,APAC,Indonesia,IT & Infrastructure,Software & Programming,182600,95,370,265,2018,3492,53
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Software & Programming,301100,82,423,197,2019,6312,42
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Software & Programming,346800,91,175,82,2020,7195,58
Marathon Petroleum,APAC,China,IT & Infrastructure,Semiconductors,393600,88,194,187,2015,8524,45
Marathon Petroleum,APAC,India,IT & Infrastructure,Semiconductors,304400,89,359,93,2016,4954,55
Marathon Petroleum,APAC,India,IT & Infrastructure,Semiconductors,285600,70,139,118,2017,8344,53
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Semiconductors,390400,75,306,284,2018,8230,32
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Semiconductors,235200,85,425,277,2019,5210,42
Marathon Petroleum,North America,US,IT & Infrastructure,Semiconductors,368900,80,91,298,2020,3725,51
Marathon Petroleum,North America,Canada,IT & Infrastructure,Recreational Products,136500,85,117,261,2015,2906,64
Marathon Petroleum,North America,US,IT & Infrastructure,Recreational Products,338200,80,399,97,2016,1455,57
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Recreational Products,297100,82,390,255,2017,3704,45
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Recreational Products,129000,82,143,83,2018,6766,67
Marathon Petroleum,Europe,France,IT & Infrastructure,Recreational Products,244300,74,201,131,2019,7357,54
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Recreational Products,108000,70,396,75,2020,6328,56
Marathon Petroleum,North America,Canada,IT & Infrastructure,Internet & Catalog Retail,111100,80,202,118,2015,8985,58
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Internet & Catalog Retail,286700,91,310,291,2016,1171,53
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Internet & Catalog Retail,353900,83,101,49,2017,4604,67
Marathon Petroleum,Europe,Netherlands,IT & Infrastructure,Internet & Catalog Retail,415700,83,203,144,2018,6131,51
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Internet & Catalog Retail,108800,78,418,82,2019,8051,53
Marathon Petroleum,APAC,Singapore,IT & Infrastructure,Internet & Catalog Retail,162700,79,257,242,2020,3855,56
Marathon Petroleum,APAC,Australia,IT & Infrastructure,Health Care Equipment & Svcs,463100,95,138,231,2015,8182,44
Marathon Petroleum,APAC,South Korea,IT & Infrastructure,Health Care Equipment & Svcs,328300,86,463,64,2016,6439,49
Marathon Petroleum,APAC,India,IT & Infrastructure,Health Care Equipment & Svcs,316600,77,379,197,2017,3036,49
Marathon Petroleum,Europe,France,IT & Infrastructure,Health Care Equipment & Svcs,381100,86,434,241,2018,9913,29
Marathon Petroleum,North America,US,IT & Infrastructure,Health Care Equipment & Svcs,357800,86,272,193,2019,8062,43
Marathon Petroleum,APAC,India,IT & Infrastructure,Health Care Equipment & Svcs,476800,79,476,229,2020,7993,26
Marathon Petroleum,APAC,South Korea,IT & Infrastructure,Electronics,476200,95,122,130,2015,9853,47
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Electronics,226900,72,93,68,2016,8838,60
Marathon Petroleum,APAC,Australia,IT & Infrastructure,Electronics,493400,85,406,193,2017,5369,38
Marathon Petroleum,APAC,India,IT & Infrastructure,Electronics,113900,86,170,67,2018,3181,76
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Electronics,407200,94,350,280,2019,6644,37
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Electronics,249700,77,335,256,2020,6084,43
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Electrical Equipment,302800,70,388,176,2015,9685,35
Marathon Petroleum,APAC,South Korea,IT & Infrastructure,Electrical Equipment,212200,72,399,281,2016,5887,40
Marathon Petroleum,APAC,Australia,IT & Infrastructure,Electrical Equipment,150500,78,475,221,2017,9867,36
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Electrical Equipment,370900,75,206,121,2018,5948,52
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Electrical Equipment,370100,73,186,143,2019,7520,48
Marathon Petroleum,Europe,Netherlands,IT & Infrastructure,Electrical Equipment,260800,91,94,249,2020,1172,66
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Consumer Financial Services,410700,94,468,34,2015,6670,48
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Consumer Financial Services,476500,86,141,179,2016,8738,44
Marathon Petroleum,APAC,South Korea,IT & Infrastructure,Consumer Financial Services,340500,92,187,83,2017,1918,69
Marathon Petroleum,North America,Canada,IT & Infrastructure,Consumer Financial Services,468800,86,382,59,2018,3847,52
Marathon Petroleum,Europe,Netherlands,IT & Infrastructure,Consumer Financial Services,243500,85,428,123,2019,2706,57
Marathon Petroleum,Europe,France,IT & Infrastructure,Consumer Financial Services,371000,87,279,77,2020,6628,53
Marathon Petroleum,APAC,India,IT & Infrastructure,Computer Services,439800,95,391,82,2015,3136,54
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Computer Services,242900,87,258,38,2016,6653,62
Marathon Petroleum,North America,Canada,IT & Infrastructure,Computer Services,166500,76,439,242,2017,8466,38
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Computer Services,379600,89,165,186,2018,2772,59
Marathon Petroleum,Europe,Netherlands,IT & Infrastructure,Computer Services,113500,94,355,250,2019,1476,61
Marathon Petroleum,APAC,Australia,IT & Infrastructure,Computer Services,459400,78,318,31,2020,9422,44
Marathon Petroleum,Europe,Switzerland,IT & Infrastructure,Computer Hardware,102300,87,434,100,2015,8196,53
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Computer Hardware,270800,71,420,175,2016,9725,35
Marathon Petroleum,APAC,Japan,IT & Infrastructure,Computer Hardware,135500,72,348,80,2017,2393,65
Marathon Petroleum,Europe,France,IT & Infrastructure,Computer Hardware,134900,72,372,211,2018,2542,55
Marathon Petroleum,APAC,India,IT & Infrastructure,Computer Hardware,439100,82,373,168,2019,2754,47
Marathon Petroleum,North America,Canada,IT & Infrastructure,Computer Hardware,497400,88,90,141,2020,5535,54
Marathon Petroleum,Europe,Germany,IT & Infrastructure,Communications Equipment,484000,83,301,287,2015,6857,33
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Communications Equipment,205800,73,447,106,2016,1509,58
Marathon Petroleum,Europe,France,IT & Infrastructure,Communications Equipment,150300,83,161,133,2017,1675,73
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Communications Equipment,270600,84,344,123,2018,6910,51
Marathon Petroleum,APAC,Singapore,IT & Infrastructure,Communications Equipment,354800,74,318,170,2019,2634,52
Marathon Petroleum,APAC,India,IT & Infrastructure,Communications Equipment,462000,95,261,42,2020,9692,48
Marathon Petroleum,APAC,Singapore,IT & Infrastructure,Business & Personal Services,297100,90,196,83,2015,3078,67
Marathon Petroleum,North America,US,IT & Infrastructure,Business & Personal Services,260600,88,354,135,2016,8291,48
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Business & Personal Services,488700,81,244,152,2017,5720,46
Marathon Petroleum,APAC,Singapore,IT & Infrastructure,Business & Personal Services,322700,72,425,218,2018,9638,31
Marathon Petroleum,North America,US,IT & Infrastructure,Business & Personal Services,243500,71,200,266,2019,4962,49
Marathon Petroleum,APAC,Saudi Arabia,IT & Infrastructure,Business & Personal Services,251000,90,201,86,2020,1912,71
Marathon Petroleum,Europe,France,IT & Infrastructure,Broadcasting & Cable,444400,79,309,290,2015,9763,27
Marathon Petroleum,APAC,UAE,IT & Infrastructure,Broadcasting & Cable,164500,95,105,38,2016,3136,80
Marathon Petroleum,Europe,Norway,IT & Infrastructure,Broadcasting & Cable,383300,95,268,204,2017,6146,48
Marathon Petroleum,APAC,Taiwan,IT & Infrastructure,Broadcasting & Cable,152300,91,133,293,2018,8095,52
Marathon Petroleum,APAC,China,IT & Infrastructure,Broadcasting & Cable,313600,89,308,93,2019,8801,50
Marathon Petroleum,APAC,China,IT & Infrastructure,Broadcasting & Cable,477000,85,140,250,2020,4225,48
Anthem,APAC,South Korea,Software Solutions,Telecommunications services,142600,90,297,89,2015,4798,65
Anthem,APAC,Japan,Software Solutions,Telecommunications services,440800,85,357,200,2016,9233,34
Anthem,APAC,Saudi Arabia,Software Solutions,Telecommunications services,158500,75,438,175,2017,2797,54
Anthem,Europe,Germany,Software Solutions,Telecommunications services,360300,80,467,46,2018,5342,49
Anthem,APAC,Australia,Software Solutions,Telecommunications services,433300,88,403,260,2019,8256,31
Anthem,APAC,Saudi Arabia,Software Solutions,Telecommunications services,245900,82,182,85,2020,3563,67
Anthem,North America,US,Software Solutions,Software & Programming,161400,87,471,133,2015,6657,50
Anthem,APAC,China,Software Solutions,Software & Programming,264800,79,321,299,2016,3834,45
Anthem,APAC,South Korea,Software Solutions,Software & Programming,300500,72,423,130,2017,9156,39
Anthem,Europe,Norway,Software Solutions,Software & Programming,446800,92,305,155,2018,1066,56
Anthem,APAC,UAE,Software Solutions,Software & Programming,286100,87,256,254,2019,4515,50
Anthem,APAC,India,Software Solutions,Software & Programming,209500,93,412,116,2020,1274,64
Anthem,APAC,Saudi Arabia,Software Solutions,Semiconductors,453300,89,400,186,2015,3088,45
Anthem,APAC,Japan,Software Solutions,Semiconductors,166600,87,228,200,2016,6817,55
Anthem,APAC,China,Software Solutions,Semiconductors,463800,79,309,90,2017,5932,47
Anthem,North America,US,Software Solutions,Semiconductors,178300,89,309,297,2018,4325,50
Anthem,North America,US,Software Solutions,Semiconductors,220500,88,179,106,2019,5406,64
Anthem,North America,Canada,Software Solutions,Semiconductors,477900,70,147,278,2020,6583,38
Anthem,APAC,South Korea,Software Solutions,Recreational Products,153200,80,462,162,2015,4558,52
Anthem,APAC,India,Software Solutions,Recreational Products,444800,79,380,51,2016,1892,56
Anthem,APAC,Australia,Software Solutions,Recreational Products,356800,87,259,235,2017,5372,47
Anthem,Europe,France,Software Solutions,Recreational Products,274300,82,222,213,2018,2666,58
Anthem,North America,US,Software Solutions,Recreational Products,257000,91,254,85,2019,4251,64
Anthem,North America,Canada,Software Solutions,Recreational Products,386700,84,126,233,2020,6919,48
Anthem,APAC,Australia,Software Solutions,Internet & Catalog Retail,400800,94,477,70,2015,7365,44
Anthem,Europe,Netherlands,Software Solutions,Internet & Catalog Retail,479500,78,318,88,2016,9893,38
Anthem,APAC,Indonesia,Software Solutions,Internet & Catalog Retail,339400,90,285,76,2017,2270,64
Anthem,APAC,India,Software Solutions,Internet & Catalog Retail,408700,83,330,160,2018,6634,43
Anthem,Europe,France,Software Solutions,Internet & Catalog Retail,246800,93,98,229,2019,9096,52
Anthem,North America,Canada,Software Solutions,Internet & Catalog Retail,264400,92,471,254,2020,9115,34
Anthem,Europe,Netherlands,Software Solutions,Health Care Equipment & Svcs,216900,74,360,71,2015,9219,49
Anthem,APAC,UAE,Software Solutions,Health Care Equipment & Svcs,242600,77,433,188,2016,8546,39
Anthem,Europe,Switzerland,Software Solutions,Health Care Equipment & Svcs,139900,76,419,129,2017,1522,61
Anthem,APAC,Australia,Software Solutions,Health Care Equipment & Svcs,376200,91,292,161,2018,6068,49
Anthem,APAC,Taiwan,Software Solutions,Health Care Equipment & Svcs,380500,74,396,198,2019,8420,34
Anthem,APAC,UAE,Software Solutions,Health Care Equipment & Svcs,296800,86,151,188,2020,7296,53
Anthem,Europe,Switzerland,Software Solutions,Electronics,211800,76,311,31,2015,8175,56
Anthem,APAC,Indonesia,Software Solutions,Electronics,124600,87,130,141,2016,2786,73
Anthem,APAC,Japan,Software Solutions,Electronics,460600,76,275,248,2017,7602,34
Anthem,APAC,South Korea,Software Solutions,Electronics,358900,81,246,226,2018,5626,46
Anthem,APAC,UAE,Software Solutions,Electronics,365900,77,252,263,2019,3454,47
Anthem,APAC,Saudi Arabia,Software Solutions,Electronics,328700,87,371,185,2020,7399,43
Anthem,Europe,France,Software Solutions,Electrical Equipment,436700,80,324,152,2015,6554,43
Anthem,APAC,India,Software Solutions,Electrical Equipment,182300,84,155,143,2016,1681,71
Anthem,Europe,Netherlands,Software Solutions,Electrical Equipment,241500,95,296,221,2017,4097,55
Anthem,APAC,China,Software Solutions,Electrical Equipment,341200,78,232,182,2018,6873,47
Anthem,Europe,France,Software Solutions,Electrical Equipment,388700,87,268,263,2019,3777,47
Anthem,Europe,Switzerland,Software Solutions,Electrical Equipment,275100,88,282,134,2020,3526,60
Anthem,Europe,Switzerland,Software Solutions,Consumer Financial Services,337300,76,95,97,2015,6348,59
Anthem,APAC,UAE,Software Solutions,Consumer Financial Services,328700,81,154,70,2016,2362,68
Anthem,Europe,Switzerland,Software Solutions,Consumer Financial Services,100900,70,339,65,2017,3238,66
Anthem,North America,US,Software Solutions,Consumer Financial Services,285800,76,276,209,2018,1720,56
Anthem,APAC,Taiwan,Software Solutions,Consumer Financial Services,356700,91,98,130,2019,3262,66
Anthem,North America,Canada,Software Solutions,Consumer Financial Services,248400,71,256,122,2020,8675,49
Anthem,Europe,Netherlands,Software Solutions,Computer Services,344300,78,458,178,2015,8614,34
Anthem,APAC,Singapore,Software Solutions,Computer Services,368100,75,345,96,2016,5557,49
Anthem,APAC,India,Software Solutions,Computer Services,446600,90,461,143,2017,7477,37
Anthem,Europe,Norway,Software Solutions,Computer Services,252800,80,398,290,2018,6245,38
Anthem,Europe,France,Software Solutions,Computer Services,400500,88,348,203,2019,4814,45
Anthem,North America,US,Software Solutions,Computer Services,132700,74,458,171,2020,3297,53
Anthem,APAC,Taiwan,Software Solutions,Computer Hardware,149100,86,444,212,2015,7610,44
Anthem,Europe,Netherlands,Software Solutions,Computer Hardware,179500,71,179,73,2016,5082,65
Anthem,APAC,Singapore,Software Solutions,Computer Hardware,120100,70,413,281,2017,1953,50
Anthem,APAC,Saudi Arabia,Software Solutions,Computer Hardware,241900,85,379,60,2018,5203,58
Anthem,APAC,Australia,Software Solutions,Computer Hardware,237900,94,114,39,2019,5422,72
Anthem,Europe,Germany,Software Solutions,Computer Hardware,345500,79,271,273,2020,6895,40
Anthem,North America,Canada,Software Solutions,Communications Equipment,484300,93,151,215,2015,4123,51
Anthem,Europe,Netherlands,Software Solutions,Communications Equipment,309000,75,249,216,2016,6753,45
Anthem,North America,Canada,Software Solutions,Communications Equipment,349500,78,97,170,2017,1509,64
Anthem,North America,US,Software Solutions,Communications Equipment,394200,92,403,194,2018,5728,42
Anthem,APAC,Taiwan,Software Solutions,Communications Equipment,209700,94,419,46,2019,3984,63
Anthem,APAC,Taiwan,Software Solutions,Communications Equipment,266400,95,143,279,2020,3436,58
Anthem,APAC,Taiwan,Software Solutions,Business & Personal Services,356000,80,298,52,2015,7165,52
Anthem,APAC,Indonesia,Software Solutions,Business & Personal Services,171400,72,408,181,2016,6836,46
Anthem,Europe,Germany,Software Solutions,Business & Personal Services,101700,73,320,96,2017,7058,57
Anthem,APAC,UAE,Software Solutions,Business & Personal Services,141100,72,137,145,2018,7436,59
Anthem,Europe,Netherlands,Software Solutions,Business & Personal Services,363700,76,129,237,2019,1158,58
Anthem,APAC,South Korea,Software Solutions,Business & Personal Services,266000,92,425,73,2020,2409,61
Anthem,Europe,Switzerland,Software Solutions,Broadcasting & Cable,192000,88,233,168,2015,9637,51
Anthem,APAC,Taiwan,Software Solutions,Broadcasting & Cable,295600,92,119,170,2016,4781,62
Anthem,North America,Canada,Software Solutions,Broadcasting & Cable,350900,83,387,211,2017,9919,33
Anthem,APAC,Australia,Software Solutions,Broadcasting & Cable,138600,85,119,152,2018,8373,61
Anthem,APAC,UAE,Software Solutions,Broadcasting & Cable,274900,71,175,214,2019,8394,46
Anthem,APAC,Australia,Software Solutions,Broadcasting & Cable,112500,94,301,94,2020,4349,68
Kroger,Europe,Norway,HR,Telecommunications services,375400,84,450,178,2015,9718,33
Kroger,APAC,South Korea,HR,Telecommunications services,178400,83,196,114,2016,1214,72
Kroger,APAC,Singapore,HR,Telecommunications services,477800,79,341,76,2017,1481,55
Kroger,APAC,UAE,HR,Telecommunications services,469700,72,187,139,2018,2882,54
Kroger,Europe,Norway,HR,Telecommunications services,191300,89,124,260,2019,6447,56
Kroger,Europe,Netherlands,HR,Telecommunications services,295100,74,323,109,2020,5671,52
Kroger,APAC,Saudi Arabia,HR,Software & Programming,179400,82,264,190,2015,5340,56
Kroger,APAC,Indonesia,HR,Software & Programming,411100,79,204,55,2016,3004,62
Kroger,APAC,Australia,HR,Software & Programming,167900,76,271,84,2017,8844,55
Kroger,Europe,Germany,HR,Software & Programming,409100,84,118,131,2018,4645,58
Kroger,Europe,France,HR,Software & Programming,228200,78,466,228,2019,2422,48
Kroger,North America,Canada,HR,Software & Programming,161000,70,136,53,2020,4839,69
Kroger,Europe,Switzerland,HR,Semiconductors,364000,91,261,199,2015,5368,50
Kroger,Europe,Switzerland,HR,Semiconductors,248000,75,291,74,2016,2949,63
Kroger,North America,US,HR,Semiconductors,131100,91,255,261,2017,2277,61
Kroger,APAC,Australia,HR,Semiconductors,194200,83,375,207,2018,1933,56
Kroger,APAC,Australia,HR,Semiconductors,480900,94,394,177,2019,8750,35
Kroger,APAC,Saudi Arabia,HR,Semiconductors,183400,79,282,193,2020,3303,58
Kroger,APAC,Singapore,HR,Recreational Products,137500,87,428,256,2015,9523,39
Kroger,Europe,Switzerland,HR,Recreational Products,419400,83,326,117,2016,9653,40
Kroger,North America,Canada,HR,Recreational Products,286500,85,262,239,2017,9875,40
Kroger,APAC,Saudi Arabia,HR,Recreational Products,277300,88,392,247,2018,9307,36
Kroger,Europe,Germany,HR,Recreational Products,211800,91,168,31,2019,2214,77
Kroger,North America,US,HR,Recreational Products,367200,85,207,162,2020,5175,53
Kroger,APAC,Australia,HR,Internet & Catalog Retail,154200,77,261,140,2015,9569,51
Kroger,APAC,UAE,HR,Internet & Catalog Retail,197200,80,454,251,2016,2813,48
Kroger,APAC,UAE,HR,Internet & Catalog Retail,334500,80,444,47,2017,6004,50
Kroger,Europe,France,HR,Internet & Catalog Retail,230300,71,290,222,2018,5401,48
Kroger,Europe,France,HR,Internet & Catalog Retail,227400,86,457,259,2019,5999,41
Kroger,North America,US,HR,Internet & Catalog Retail,120600,72,224,135,2020,4896,62
Kroger,Europe,Germany,HR,Health Care Equipment & Svcs,265800,91,126,169,2015,3580,65
Kroger,APAC,India,HR,Health Care Equipment & Svcs,154900,73,117,254,2016,8583,50
Kroger,APAC,Japan,HR,Health Care Equipment & Svcs,460900,84,273,236,2017,3373,45
Kroger,APAC,India,HR,Health Care Equipment & Svcs,439800,70,156,145,2018,4436,52
Kroger,APAC,China,HR,Health Care Equipment & Svcs,335400,86,256,38,2019,7229,57
Kroger,APAC,South Korea,HR,Health Care Equipment & Svcs,241600,70,431,250,2020,9142,32
Kroger,APAC,Indonesia,HR,Electronics,158000,78,171,292,2015,9741,44
Kroger,APAC,South Korea,HR,Electronics,424700,78,308,111,2016,1218,57
Kroger,APAC,Australia,HR,Electronics,330600,93,166,141,2017,4297,61
Kroger,APAC,Singapore,HR,Electronics,240900,70,224,300,2018,3035,50
Kroger,APAC,Taiwan,HR,Electronics,220900,94,246,270,2019,2161,58
Kroger,APAC,Australia,HR,Electronics,165400,94,179,145,2020,8008,60
Kroger,APAC,India,HR,Electrical Equipment,276600,75,190,220,2015,4461,53
Kroger,North America,Canada,HR,Electrical Equipment,390400,76,395,119,2016,2821,50
Kroger,APAC,Japan,HR,Electrical Equipment,150100,94,140,161,2017,8743,60
Kroger,APAC,Taiwan,HR,Electrical Equipment,265900,85,115,156,2018,8886,54
Kroger,APAC,South Korea,HR,Electrical Equipment,310600,93,284,244,2019,6491,46
Kroger,Europe,France,HR,Electrical Equipment,460300,74,411,190,2020,3965,39
Kroger,Europe,Switzerland,HR,Consumer Financial Services,292800,93,142,47,2015,2552,74
Kroger,APAC,South Korea,HR,Consumer Financial Services,180400,89,310,248,2016,5730,51
Kroger,Europe,France,HR,Consumer Financial Services,317600,95,293,195,2017,9807,42
Kroger,APAC,Australia,HR,Consumer Financial Services,337100,81,96,195,2018,3148,60
Kroger,APAC,India,HR,Consumer Financial Services,420200,78,248,226,2019,4710,45
Kroger,APAC,South Korea,HR,Consumer Financial Services,269300,91,337,87,2020,6443,56
Kroger,Europe,Germany,HR,Computer Services,378800,87,264,269,2015,7266,40
Kroger,APAC,South Korea,HR,Computer Services,199700,71,416,265,2016,9346,33
Kroger,APAC,UAE,HR,Computer Services,311000,75,352,103,2017,5750,50
Kroger,APAC,India,HR,Computer Services,258400,85,145,203,2018,9896,48
Kroger,APAC,UAE,HR,Computer Services,351200,80,421,228,2019,7334,35
Kroger,APAC,Australia,HR,Computer Services,349000,82,194,80,2020,9369,51
Kroger,Europe,Germany,HR,Computer Hardware,293700,92,328,287,2015,4810,45
Kroger,APAC,Indonesia,HR,Computer Hardware,106400,94,211,203,2016,3062,67
Kroger,Europe,Norway,HR,Computer Hardware,284200,71,332,83,2017,8228,48
Kroger,Europe,Norway,HR,Computer Hardware,287200,77,390,280,2018,8743,32
Kroger,APAC,Singapore,HR,Computer Hardware,133000,92,267,152,2019,1379,70
Kroger,Europe,Norway,HR,Computer Hardware,194100,89,395,148,2020,4585,55
Kroger,APAC,Singapore,HR,Communications Equipment,260600,73,458,165,2015,9896,35
Kroger,Europe,Netherlands,HR,Communications Equipment,122300,79,445,283,2016,7321,40
Kroger,APAC,UAE,HR,Communications Equipment,338800,85,126,275,2017,6710,47
